CountryCode,CountryName,Región,GTCEcrono,GTCEenMx,GTCEmemberx2,GTCEmemberx3,GTCEm1,GTCEm2,GTCEm3,GTCE70vs20,GTCE77vs13,GTCE14dummy,EGOVordx4original,EGOVordx16original,EGOV2020x2,EGOV2020x3,EGOV2020x4,EGOV_muyAltoD,EGOV_AltoD,Densidadx2,Densidadx3,Densidadx4,DensidadMediaBaja_DUM,DensidadMediaAlta_DUM,DensidadMenor,DensidadMayor,DensidadAlta_DUM,INCOMEx2,INCOMEx4,RTA#,ecRTA#,Red_ecRTA_1almenos,Red_ecRTAx3ok,Red_RTAx3ok,Red_RTA_altaDUM,Red_ecRTA_altaDUM,Red_ecRTAx4,Red_RTAx4,Red_ecRTAx2ok,Red_RTAx2ok,REGPOLx4,REGPOLx2,ECOMx2,filter_$INTEGRADO,filter_$ecRTAcat1,filter_$
AFG1,Afghanistan M1,1,3,0,0,0,0,0,0,0,0,0,2,6,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
AFG2,Afghanistan M2,1,3,0,0,0,0,0,0,0,0,0,2,6,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
AFG,Afghanistan M3,1,3,0,0,0,0,0,0,0,0,0,2,6,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
ALB1,Albania M1,2,0,1,1,2,1,1,1,1,1,0,3,12,1,1,2,0,1,1,2,3,0,1,0,1,0,1,3,5,1,1,1,1,0,0,1,1,0,0,4,1,0,1,1,0
ALB2,Albania M2,2,0,1,1,2,1,1,1,1,1,0,3,12,1,1,2,0,1,1,2,3,0,1,0,1,0,1,3,5,1,1,1,1,0,0,1,1,0,0,4,1,0,1,1,0
ALB,Albania M3,2,0,1,1,2,1,1,1,1,1,0,3,12,1,1,2,0,1,1,2,3,0,1,0,1,0,1,3,5,1,1,1,1,0,0,1,1,0,0,4,1,0,1,1,0
AGO1,Angola M1,4,3,0,0,0,0,0,0,0,0,0,2,6,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
AGO2,Angola M2,4,3,0,0,0,0,0,0,0,0,0,2,6,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
AGO,Angola M3,4,3,0,0,0,0,0,0,0,0,0,2,6,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
ATG1,Antigua and Barbuda M1,8,3,0,0,0,0,0,0,0,0,0,3,10,0,1,1,0,0, , , , , , , , ,1,4,3,3,1,1,0,0,0,2,1,1,0,0, , , ,1,0
ATG2,Antigua and Barbuda M2,8,3,0,0,0,0,0,0,0,0,0,3,10,0,1,1,0,0, , , , , , , , ,1,4,3,3,1,1,0,0,0,2,1,1,0,0, , , ,1,0
ATG3,Antigua and Barbuda M3,8,3,0,0,0,0,0,0,0,0,0,3,10,0,1,1,0,0, , , , , , , , ,1,4,3,3,1,1,0,0,0,2,1,1,0,0, , , ,1,0
ARG1,Argentina M1,5,0,1,1,2,1,1,1,1,1,0,4,14,1,0,3,1,0,1,3,3,0,1,0,1,0,1,3,8,0,0,0,1,1,0,0,2,0,1,3,1,0,1,1,0
ARG2,Argentina M2,5,0,1,1,2,1,1,1,1,1,0,4,14,1,0,3,1,0,1,3,3,0,1,0,1,0,1,3,8,0,0,0,1,1,0,0,2,0,1,3,1,0,1,1,0
ARG3,Argentina M3,5,0,1,1,2,1,1,1,1,1,0,4,14,1,0,3,1,0,1,3,3,0,1,0,1,0,1,3,8,0,0,0,1,1,0,0,2,0,1,3,1,0,1,1,0
ARM1,Armenia M1,2,3,0,0,0,0,0,0,0,0,0,3,12,1,1,2,0,1,0,2,3,0,1,1,0,0,1,3,12,1,1,1,1,1,0,1,2,0,1,2,0,0,1,1,1
ARM2,Armenia M2,2,3,0,0,0,0,0,0,0,0,0,3,12,1,1,2,0,1,0,2,3,0,1,1,0,0,1,3,12,1,1,1,1,1,0,1,2,0,1,2,0,0,1,1,1
ARM3,Armenia M3,2,3,0,0,0,0,0,0,0,0,0,3,12,1,1,2,0,1,0,2,3,0,1,1,0,0,1,3,12,1,1,1,1,1,0,1,2,0,1,2,0,0,1,1,1
AUS1,Australia M1,7,0,1,1,2,1,1,1,1,1,0,4,16,1,0,3,1,0,1,3,4,0,0,0,1,1,1,4,17,13,1,2,2,1,1,3,2,1,1,4,1,1,1,0,0
AUS2,Australia M2,7,0,1,1,2,1,1,1,1,1,0,4,16,1,0,3,1,0,1,3,4,0,0,0,1,1,1,4,17,13,1,2,2,1,1,3,2,1,1,4,1,1,1,0,0
AUS3,Australia M3,7,0,1,1,2,1,1,1,1,1,0,4,16,1,0,3,1,0,1,3,4,0,0,0,1,1,1,4,17,13,1,2,2,1,1,3,2,1,1,4,1,1,1,0,0
AUT1,Austria M1,2,0,1,1,2,1,1,1,1,1,0,4,15,1,0,3,1,0,1,3,4,0,0,0,1,1,1,4,46,17,1,2,2,1,1,3,3,1,1,4,1,1,1,0,0
AUT2,Austria M2,2,0,1,1,2,1,1,1,1,1,0,4,15,1,0,3,1,0,1,3,4,0,0,0,1,1,1,4,46,17,1,2,2,1,1,3,3,1,1,4,1,1,1,0,0
AUT3,Austria M3,2,0,1,1,2,1,1,1,1,1,0,4,15,1,0,3,1,0,1,3,4,0,0,0,1,1,1,4,46,17,1,2,2,1,1,3,3,1,1,4,1,1,1,0,0
BHR1,Bahrain M1,3,0,1,1,2,1,1,1,1,1,0,4,14,1,0,2,0,1,0,2,2,1,0,1,0,0,1,4,4,3,1,1,1,0,0,2,1,1,0,0, ,1,1,1,0
BHR2,Bahrain M2,3,0,1,1,2,1,1,1,1,1,0,4,14,1,0,2,0,1,0,2,2,1,0,1,0,0,1,4,4,3,1,1,1,0,0,2,1,1,0,0, ,1,1,1,0
BHR3,Bahrain M3,3,0,1,1,2,1,1,1,1,1,0,4,14,1,0,2,0,1,0,2,2,1,0,1,0,0,1,4,4,3,1,1,1,0,0,2,1,1,0,0, ,1,1,1,0
BGD1,Bangladesh M1,1,3,0,0,0,0,0,0,0,0,0,3,9,0,2,1,0,0,0,1,2,1,0,1,0,0,0,2,5,0,0,0,1,0,0,0,1,0,0,2,0,0,1,1,0
BGD2,Bangladesh M2,1,3,0,0,0,0,0,0,0,0,0,3,9,0,2,1,0,0,0,1,2,1,0,1,0,0,0,2,5,0,0,0,1,0,0,0,1,0,0,2,0,0,1,1,0
BGD3,Bangladesh M3,1,3,0,0,0,0,0,0,0,0,0,3,9,0,2,1,0,0,0,1,2,1,0,1,0,0,0,2,5,0,0,0,1,0,0,0,1,0,0,2,0,0,1,1,0
BRB1,Barbados M1,8,3,0,0,0,0,0,0,0,0,0,3,12,1,1,2,0,1, , , , , , , , ,1,4,3,3,1,1,0,0,0,2,1,1,0,4,1, , ,1,0
BRB2,Barbados M2,8,3,0,0,0,0,0,0,0,0,0,3,12,1,1,2,0,1, , , , , , , , ,1,4,3,3,1,1,0,0,0,2,1,1,0,4,1, , ,1,0
BRB3,Barbados M3,8,3,0,0,0,0,0,0,0,0,0,3,12,1,1,2,0,1, , , , , , , , ,1,4,3,3,1,1,0,0,0,2,1,1,0,4,1, , ,1,0
BEL1,Belgium M1,2,0,1,1,2,1,1,1,1,1,0,4,14,1,0,2,0,1,1,3,4,0,0,0,1,1,1,4,46,17,1,2,2,1,1,3,3,1,1,4,1,1,1,0,0
BEL2,Belgium M2,2,0,1,1,2,1,1,1,1,1,0,4,14,1,0,2,0,1,1,3,4,0,0,0,1,1,1,4,46,17,1,2,2,1,1,3,3,1,1,4,1,1,1,0,0
BEL3,Belgium M3,2,0,1,1,2,1,1,1,1,1,0,4,14,1,0,2,0,1,1,3,4,0,0,0,1,1,1,4,46,17,1,2,2,1,1,3,3,1,1,4,1,1,1,0,0
BLZ1,Belize M1,8,3,0,0,0,0,0,0,0,0,0,2,8,0,2,1,0,0,1,3,4,0,0,0,1,1,0,2,3,3,1,1,0,0,0,2,1,1,0,0, ,0,1,1,0
BLZ2,Belize M2,8,3,0,0,0,0,0,0,0,0,0,2,8,0,2,1,0,0,1,3,4,0,0,0,1,1,0,2,3,3,1,1,0,0,0,2,1,1,0,0, ,0,1,1,0
BLZ3,Belize M3,8,3,0,0,0,0,0,0,0,0,0,2,8,0,2,1,0,0,1,3,4,0,0,0,1,1,0,2,3,3,1,1,0,0,0,2,1,1,0,0, ,0,1,1,0
BEN1,Benin M1,4,2,0,1,1,0,0,1,2,2,1,2,6,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,4,1,0,1,1,0
BEN2,Benin M2,4,2,0,1,1,0,0,1,2,2,1,2,6,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,4,1,0,1,1,0
BEN3,Benin M3,4,2,1,1,1,0,0,1,2,2,1,2,6,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,4,1,0,1,1,0
BOL1,Bolivia M1,5,3,0,0,0,0,0,0,0,0,0,3,10,0,1,1,0,0,0,2,2,1,0,1,0,0,0,2,4,0,0,0,1,0,0,0,1,0,0,3,1,0,1,1,0
BOL2,Bolivia M2,5,3,0,0,0,0,0,0,0,0,0,3,10,0,1,1,0,0,0,2,2,1,0,1,0,0,0,2,4,0,0,0,1,0,0,0,1,0,0,3,1,0,1,1,0
BOL3,Bolivia M3,5,3,0,0,0,0,0,0,0,0,0,3,10,0,1,1,0,0,0,2,2,1,0,1,0,0,0,2,4,0,0,0,1,0,0,0,1,0,0,3,1,0,1,1,0
BWA1,Botswana M1,4,3,0,0,0,0,0,0,0,0,0,3,9,0,1,1,0,0,0,2,2,1,0,1,0,0,1,3,6,0,0,0,1,0,0,0,1,0,0,4,1,0,1,1,0
BWA2,Botswana M2,4,3,0,0,0,0,0,0,0,0,0,3,9,0,1,1,0,0,0,2,2,1,0,1,0,0,1,3,6,0,0,0,1,0,0,0,1,0,0,4,1,0,1,1,0
BWA3,Botswana M3,4,3,0,0,0,0,0,0,0,0,0,3,9,0,1,1,0,0,0,2,2,1,0,1,0,0,1,3,6,0,0,0,1,0,0,0,1,0,0,4,1,0,1,1,0
BRA1,Brazil M1,5,0,1,1,2,1,1,1,1,1,0,4,13,1,1,2,0,1,1,2,3,0,1,0,1,0,1,3,9,0,0,0,1,1,0,0,2,0,1,3,1,1,1,1,0
BRA2,Brazil M2,5,0,1,1,2,1,1,1,1,1,0,4,13,1,1,2,0,1,1,2,3,0,1,0,1,0,1,3,9,0,0,0,1,1,0,0,2,0,1,3,1,1,1,1,0
BRA3,Brazil M3,5,0,1,1,2,1,1,1,1,1,0,4,13,1,1,2,0,1,1,2,3,0,1,0,1,0,1,3,9,0,0,0,1,1,0,0,2,0,1,3,1,1,1,1,0
BRN1,Brunei Darussalam M1,7,0,1,1,2,1,1,1,1,1,0,3,12,1,1,2,0,1, , , , , , , , ,1,4,9,2,1,1,1,1,0,1,2,0,1,0, , , ,1,0
BRN2,Brunei Darussalam M2,7,0,1,1,2,1,1,1,1,1,0,3,12,1,1,2,0,1, , , , , , , , ,1,4,9,2,1,1,1,1,0,1,2,0,1,0, , , ,1,0
BRN3,Brunei Darussalam M3,7,0,1,1,2,1,1,1,1,1,0,3,12,1,1,2,0,1, , , , , , , , ,1,4,9,2,1,1,1,1,0,1,2,0,1,0, , , ,1,0
BGR1,Bulgaria M1,2,0,1,1,2,1,1,1,1,1,0,4,13,1,0,2,0,1,1,3,4,0,0,0,1,1,1,3,46,17,1,2,2,1,1,3,3,1,1,3,1,1,1,0,0
BGR2,Bulgaria M2,2,0,1,1,2,1,1,1,1,1,0,4,13,1,0,2,0,1,1,3,4,0,0,0,1,1,1,3,46,17,1,2,2,1,1,3,3,1,1,3,1,1,1,0,0
BGR3,Bulgaria M3,2,0,1,1,2,1,1,1,1,1,0,4,13,1,0,2,0,1,1,3,4,0,0,0,1,1,1,3,46,17,1,2,2,1,1,3,3,1,1,3,1,1,1,0,0
BFA1,Burkina Faso M1,4,2,1,1,1,0,0,1,2,2,1,2,6,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0
BFA2,Burkina Faso M2,4,2,1,1,1,0,0,1,2,2,1,2,6,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0
BFA3,Burkina Faso M3,4,2,1,1,1,0,0,1,2,2,1,2,6,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0
BDI1,Burundi M1,4,3,0,0,0,0,0,0,0,0,0,2,6,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
BDI2,Burundi M2,4,3,0,0,0,0,0,0,0,0,0,2,6,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
BDI3,Burundi M3,4,3,0,0,0,0,0,0,0,0,0,2,6,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
CPV1,Cabo Verde M1,4,3,0,0,0,0,0,0,0,0,0,3,10,0,1,1,0,0, , , , , , , , ,0,2,1,0,0,0,0,0,0,0,0,0,0,3,1, , ,1,0
CPV2,Cabo Verde M2,4,3,0,0,0,0,0,0,0,0,0,3,10,0,1,1,0,0, , , , , , , , ,0,2,1,0,0,0,0,0,0,0,0,0,0,3,1, , ,1,0
CPV3,Cabo Verde M3,4,2,0,1,1,0,0,1,2,2,1,3,10,0,1,1,0,0, , , , , , , , ,0,2,1,0,0,0,0,0,0,0,0,0,0,3,1, , ,1,0
KHM1,Cambodia M1,7,0,1,1,2,1,1,1,1,1,0,3,9,0,2,1,0,0,0,2,2,1,0,1,0,0,0,2,7,1,1,1,1,1,0,1,2,0,1,2,0,0,1,1,0
KHM2,Cambodia M2,7,0,1,1,2,1,1,1,1,1,0,3,9,0,2,1,0,0,0,2,2,1,0,1,0,0,0,2,7,1,1,1,1,1,0,1,2,0,1,2,0,0,1,1,0
KHM3,Cambodia M3,7,0,1,1,2,1,1,1,1,1,0,3,9,0,2,1,0,0,0,2,2,1,0,1,0,0,0,2,7,1,1,1,1,1,0,1,2,0,1,2,0,0,1,1,0
CMR1,Cameroon M1,4,2,0,1,1,0,0,1,2,2,1,2,7,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,4,0,0,0,1,0,0,0,1,0,0,2,0,0,1,1,0
CMR2,Cameroon M2,4,2,0,1,1,0,0,1,2,2,1,2,7,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,4,0,0,0,1,0,0,0,1,0,0,2,0,0,1,1,0
CMR3,Cameroon M3,4,2,1,1,1,0,0,1,2,2,1,2,7,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,4,0,0,0,1,0,0,0,1,0,0,2,0,0,1,1,0
CAN1,Canada M1,6,0,1,1,2,1,1,1,1,1,0,4,15,1,0,3,1,0,1,3,4,0,0,0,1,1,1,4,15,12,1,2,2,1,1,3,2,1,1,4,1,1,1,0,0
CAN2,Canada M2,6,0,1,1,2,1,1,1,1,1,0,4,15,1,0,3,1,0,1,3,4,0,0,0,1,1,1,4,15,12,1,2,2,1,1,3,2,1,1,4,1,1,1,0,0
CAN3,Canada M3,6,0,1,1,2,1,1,1,1,1,0,4,15,1,0,3,1,0,1,3,4,0,0,0,1,1,1,4,15,12,1,2,2,1,1,3,2,1,1,4,1,1,1,0,0
CAF1,Central African Republic M1,4,3,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0, , , , , , , , ,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1, , ,1,0
CAF2,Central African Republic M2,4,3,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0, , , , , , , , ,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1, , ,1,0
CAF3,Central African Republic M3,4,3,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0, , , , , , , , ,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1, , ,1,0
TCD1,Chad M1,4,3,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
TCD2,Chad M2,4,3,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
TCD3,Chad M3,4,3,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
CHL1,Chile M1,5,0,1,1,2,1,1,1,1,1,0,4,14,1,0,3,1,0,1,3,3,0,1,0,1,0,1,4,30,9,1,2,2,1,1,3,3,1,1,3,1,1,1,0,0
CHL2,Chile M2,5,0,1,1,2,1,1,1,1,1,0,4,14,1,0,3,1,0,1,3,3,0,1,0,1,0,1,4,30,9,1,2,2,1,1,3,3,1,1,3,1,1,1,0,0
CHL3,Chile M3,5,0,1,1,2,1,1,1,1,1,0,4,14,1,0,3,1,0,1,3,3,0,1,0,1,0,1,4,30,9,1,2,2,1,1,3,3,1,1,3,1,1,1,0,0
CHN1,China M1,7,1,0,1,1,0,1,1,2,1,1,4,13,1,0,2,0,1,1,2,3,0,1,0,1,0,1,3,16,7,1,2,2,1,1,3,2,1,1,1,0,1,1,0,0
CHN2,China M2,7,1,1,1,1,0,1,1,2,1,1,4,13,1,0,2,0,1,1,2,3,0,1,0,1,0,1,3,16,7,1,2,2,1,1,3,2,1,1,1,0,1,1,0,0
CHN3,China M3,7,1,1,1,1,0,1,1,2,1,1,4,13,1,0,2,0,1,1,2,3,0,1,0,1,0,1,3,16,7,1,2,2,1,1,3,2,1,1,1,0,1,1,0,0
COL1,Colombia M1,5,0,1,1,2,1,1,1,1,1,0,3,12,1,1,2,0,1,1,2,3,0,1,0,1,0,1,3,15,10,1,2,2,1,1,3,2,1,1,3,1,1,1,0,0
COL2,Colombia M2,5,0,1,1,2,1,1,1,1,1,0,3,12,1,1,2,0,1,1,2,3,0,1,0,1,0,1,3,15,10,1,2,2,1,1,3,2,1,1,3,1,1,1,0,0
COL3,Colombia M3,5,0,1,1,2,1,1,1,1,1,0,3,12,1,1,2,0,1,1,2,3,0,1,0,1,0,1,3,15,10,1,2,2,1,1,3,2,1,1,3,1,1,1,0,0
COG1,Congo M1,4,3,0,0,0,0,0,0,0,0,0,2,6,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
COG2,Congo M2,4,3,0,0,0,0,0,0,0,0,0,2,6,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
COG3,Congo M3,4,3,0,0,0,0,0,0,0,0,0,2,6,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
COD1,"Congo, Dem. Rep. M1",4,3,0,0,0,0,0,0,0,0,0,2,5,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
COD2,"Congo, Dem. Rep. M2",4,3,0,0,0,0,0,0,0,0,0,2,5,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
COD3,"Congo, Dem. Rep. M3",4,3,0,0,0,0,0,0,0,0,0,2,5,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
CRI1,Costa Rica M1,5,0,1,1,2,1,1,1,1,1,0,4,13,1,1,2,0,1,1,2,3,0,1,0,1,0,1,3,15,7,1,2,2,1,1,3,2,1,1,4,1,1,1,0,0
CRI2,Costa Rica M2,5,0,1,1,2,1,1,1,1,1,0,4,13,1,1,2,0,1,1,2,3,0,1,0,1,0,1,3,15,7,1,2,2,1,1,3,2,1,1,4,1,1,1,0,0
CRI3,Costa Rica M3,5,0,1,1,2,1,1,1,1,1,0,4,13,1,1,2,0,1,1,2,3,0,1,0,1,0,1,3,15,7,1,2,2,1,1,3,2,1,1,4,1,1,1,0,0
CIV1,Côte d'Ivoire M1,4,2,0,1,1,0,0,1,2,2,1,2,8,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,4,1,1,1,1,0,0,1,1,0,0,3,1,0,1,1,0
CIV2,Côte d'Ivoire M2,4,2,0,1,1,0,0,1,2,2,1,2,8,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,4,1,1,1,1,0,0,1,1,0,0,3,1,0,1,1,0
CIV3,Côte d'Ivoire M3,4,2,1,1,1,0,0,1,2,2,1,2,8,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,4,1,1,1,1,0,0,1,1,0,0,3,1,0,1,1,0
HRV1,Croatia M1,2,0,1,1,2,1,1,1,1,1,0,4,13,1,0,2,0,1,1,3,4,0,0,0,1,1,1,4,46,17,1,2,2,1,1,3,3,1,1,3,1,1,1,0,0
HRV2,Croatia M2,2,0,1,1,2,1,1,1,1,1,0,4,13,1,0,2,0,1,1,3,4,0,0,0,1,1,1,4,46,17,1,2,2,1,1,3,3,1,1,3,1,1,1,0,0
HRV3,Croatia M3,2,0,1,1,2,1,1,1,1,1,0,4,13,1,0,2,0,1,1,3,4,0,0,0,1,1,1,4,46,17,1,2,2,1,1,3,3,1,1,3,1,1,1,0,0
CUB1,Cuba M1,8,3,0,0,0,0,0,0,0,0,0,2,8,0,2,0,0,0, , , , , , , , ,1,3,4,0,0,0,1,0,0,0,1,0,0,1,0, ,0,1,0
CUB2,Cuba M2,8,3,0,0,0,0,0,0,0,0,0,2,8,0,2,0,0,0, , , , , , , , ,1,3,4,0,0,0,1,0,0,0,1,0,0,1,0, ,0,1,0
CUB3,Cuba M3,8,3,0,0,0,0,0,0,0,0,0,2,8,0,2,0,0,0, , , , , , , , ,1,3,4,0,0,0,1,0,0,0,1,0,0,1,0, ,0,1,0
CYP1,Cyprus M1,2,0,1,1,2,1,1,1,1,1,0,4,15,1,0,3,1,0,1,3,3,0,1,0,1,0,1,4,46,17,1,2,2,1,1,3,3,1,1,4,1,1,1,0,0
CYP2,Cyprus M2,2,0,1,1,2,1,1,1,1,1,0,4,15,1,0,3,1,0,1,3,3,0,1,0,1,0,1,4,46,17,1,2,2,1,1,3,3,1,1,4,1,1,1,0,0
CYP3,Cyprus M3,2,0,1,1,2,1,1,1,1,1,0,4,15,1,0,3,1,0,1,3,3,0,1,0,1,0,1,4,46,17,1,2,2,1,1,3,3,1,1,4,1,1,1,0,0
CZE1,Czech Republic M1,2,0,1,1,2,1,1,1,1,1,0,4,14,1,0,2,0,1,1,3,4,0,0,0,1,1,1,4,46,17,1,2,2,1,1,3,3,1,1,4,1,1,1,0,0
CZE2,Czech Republic M2,2,0,1,1,2,1,1,1,1,1,0,4,14,1,0,2,0,1,1,3,4,0,0,0,1,1,1,4,46,17,1,2,2,1,1,3,3,1,1,4,1,1,1,0,0
CZE3,Czech Republic M3,2,0,1,1,2,1,1,1,1,1,0,4,14,1,0,2,0,1,1,3,4,0,0,0,1,1,1,4,46,17,1,2,2,1,1,3,3,1,1,4,1,1,1,0,0
DNK1,Denmark M1,2,0,1,1,2,1,1,1,1,1,0,4,16,1,0,3,1,0,1,3,4,0,0,0,1,1,1,4,46,17,1,2,2,1,1,3,3,1,1,4,1,1,1,0,0
DNK2,Denmark M2,2,0,1,1,2,1,1,1,1,1,0,4,16,1,0,3,1,0,1,3,4,0,0,0,1,1,1,4,46,17,1,2,2,1,1,3,3,1,1,4,1,1,1,0,0
DNK3,Denmark M3,2,0,1,1,2,1,1,1,1,1,0,4,16,1,0,3,1,0,1,3,4,0,0,0,1,1,1,4,46,17,1,2,2,1,1,3,3,1,1,4,1,1,1,0,0
DJI1,Djibouti M1,3,3,0,0,0,0,0,0,0,0,0,2,5,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
DJI2,Djibouti M2,3,3,0,0,0,0,0,0,0,0,0,2,5,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
DJI3,Djibouti M3,3,3,0,0,0,0,0,0,0,0,0,2,5,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
DMA1,Dominica M1,8,3,0,0,0,0,0,0,0,0,0,3,10,0,1,1,0,0, , , , , , , , ,1,3,3,3,1,1,0,0,0,2,1,1,0,0, , , ,1,0
DMA2,Dominica M2,8,3,0,0,0,0,0,0,0,0,0,3,10,0,1,1,0,0, , , , , , , , ,1,3,3,3,1,1,0,0,0,2,1,1,0,0, , , ,1,0
DMA3,Dominica M3,8,3,0,0,0,0,0,0,0,0,0,3,10,0,1,1,0,0, , , , , , , , ,1,3,3,3,1,1,0,0,0,2,1,1,0,0, , , ,1,0
DOM1,Dominican Republic M1,8,3,0,0,0,0,0,0,0,0,0,3,11,1,1,2,0,1,0,2,2,1,0,1,0,0,1,3,5,3,1,1,1,0,0,2,1,1,0,3,1,1,1,1,0
DOM2,Dominican Republic M2,8,3,0,0,0,0,0,0,0,0,0,3,11,1,1,2,0,1,0,2,2,1,0,1,0,0,1,3,5,3,1,1,1,0,0,2,1,1,0,3,1,1,1,1,0
DOM3,Dominican Republic M3,8,3,0,0,0,0,0,0,0,0,0,3,11,1,1,2,0,1,0,2,2,1,0,1,0,0,1,3,5,3,1,1,1,0,0,2,1,1,0,3,1,1,1,1,0
ECU1,Ecuador M1,5,2,0,1,1,0,0,1,0,0,0,3,12,1,1,2,0,1,0,2,2,1,0,1,0,0,1,3,7,1,1,1,1,1,0,1,2,0,1,3,1,0,1,1,0
ECU2,Ecuador M2,5,2,0,1,1,0,0,1,0,0,0,3,12,1,1,2,0,1,0,2,2,1,0,1,0,0,1,3,7,1,1,1,1,1,0,1,2,0,1,3,1,0,1,1,0
ECU3,Ecuador M3,5,2,1,1,1,0,0,1,0,0,0,3,12,1,1,2,0,1,0,2,2,1,0,1,0,0,1,3,7,1,1,1,1,1,0,1,2,0,1,3,1,0,1,1,0
EGY1,"Egypt, Arab Rep. M1",3,3,0,0,0,0,0,0,0,0,0,3,9,0,1,1,0,0,0,1,1,0,0,1,0,0,0,2,10,0,0,0,1,1,0,0,2,0,1,2,0,0,1,1,0
EGY2,"Egypt, Arab Rep. M2",3,3,0,0,0,0,0,0,0,0,0,3,9,0,1,1,0,0,0,1,1,0,0,1,0,0,0,2,10,0,0,0,1,1,0,0,2,0,1,2,0,0,1,1,0
EGY3,"Egypt, Arab Rep. M3",3,3,0,0,0,0,0,0,0,0,0,3,9,0,1,1,0,0,0,1,1,0,0,1,0,0,0,2,10,0,0,0,1,1,0,0,2,0,1,2,0,0,1,1,0
SLV1,El Salvador M1,5,1,0,1,1,0,1,1,2,1,1,3,10,0,1,1,0,0,0,1,2,1,0,1,0,0,0,2,13,3,1,1,2,1,0,2,2,1,1,3,1,0,1,1,0
